Location,data_storage_needed,Time_Critical,Class
Near_to_Fog,65685,Yes,Fog
Only_to_Cloud,49570,Yes,Cloud
Only_to_Cloud,95364,No,Cloud
Near_to_Fog,32646,Yes,Fog
Only_to_Cloud,58829,Yes,Cloud
Near_to_Fog,60008,No,Cloud
Only_to_Cloud,25165,No,Cloud
Near_to_Fog,89215,Yes,Fog
Near_to_Fog,45187,Yes,Fog
Only_to_Cloud,11536,Yes,Cloud
Near_to_Fog,58201,Yes,Fog
Only_to_Cloud,61462,Yes,Cloud
Only_to_Cloud,38840,Yes,Cloud
Near_to_Fog,18128,No,Cloud
Near_to_Fog,36458,No,Cloud
Near_to_Fog,71943,Yes,Fog
Only_to_Cloud,40599,Yes,Cloud
Only_to_Cloud,26237,Yes,Cloud
Near_to_Fog,51327,No,Cloud
Only_to_Cloud,88412,Yes,Cloud
Near_to_Fog,62186,No,Cloud
Near_to_Fog,84335,No,Cloud
Only_to_Cloud,11127,No,Cloud
Near_to_Fog,37342,Yes,Fog
Near_to_Fog,60836,Yes,Fog
Near_to_Fog,45072,Yes,Fog
Only_to_Cloud,33797,Yes,Cloud
Only_to_Cloud,22480,No,Cloud
Near_to_Fog,64175,Yes,Fog
Only_to_Cloud,52722,Yes,Cloud
Near_to_Fog,43693,No,Cloud
Only_to_Cloud,93690,No,Cloud
Near_to_Fog,92802,No,Cloud
Only_to_Cloud,38026,No,Cloud
Only_to_Cloud,20632,No,Cloud
Near_to_Fog,58776,Yes,Fog
Near_to_Fog,92066,No,Cloud
Near_to_Fog,7910,No,Cloud
Near_to_Fog,9320,Yes,Fog
Only_to_Cloud,24132,Yes,Cloud
Near_to_Fog,1807,Yes,Fog
Only_to_Cloud,70309,Yes,Cloud
Near_to_Fog,67242,Yes,Fog
Near_to_Fog,89214,No,Cloud
Only_to_Cloud,87089,Yes,Cloud
Near_to_Fog,62707,Yes,Fog
Only_to_Cloud,46750,Yes,Cloud
Only_to_Cloud,85696,No,Cloud
Only_to_Cloud,37771,Yes,Cloud
Near_to_Fog,94807,Yes,Fog
Only_to_Cloud,64761,No,Cloud
Near_to_Fog,34482,No,Cloud
Near_to_Fog,92777,Yes,Fog
Near_to_Fog,53691,Yes,Fog
Only_to_Cloud,46398,No,Cloud
Only_to_Cloud,92654,Yes,Cloud
Near_to_Fog,60826,Yes,Fog
Near_to_Fog,82784,No,Cloud
Only_to_Cloud,35225,No,Cloud
Only_to_Cloud,35004,No,Cloud
Near_to_Fog,26456,Yes,Fog
Near_to_Fog,70657,Yes,Fog
Near_to_Fog,97038,No,Cloud
Only_to_Cloud,95609,No,Cloud
Only_to_Cloud,60766,No,Cloud
Near_to_Fog,40248,Yes,Fog
Near_to_Fog,4444,Yes,Fog
Near_to_Fog,84407,Yes,Fog
Near_to_Fog,30443,No,Cloud
Only_to_Cloud,83213,No,Cloud
Only_to_Cloud,88147,Yes,Cloud
Near_to_Fog,99559,Yes,Fog
Only_to_Cloud,67876,No,Cloud
Near_to_Fog,88322,Yes,Fog
Near_to_Fog,93539,Yes,Fog
Near_to_Fog,2598,No,Cloud
Only_to_Cloud,38868,Yes,Cloud
Only_to_Cloud,45814,No,Cloud
Only_to_Cloud,79301,No,Cloud
Near_to_Fog,77873,Yes,Fog
Only_to_Cloud,61324,No,Cloud
Only_to_Cloud,35128,Yes,Cloud
Near_to_Fog,79568,Yes,Fog
Only_to_Cloud,55565,No,Cloud
Near_to_Fog,11565,Yes,Fog
Only_to_Cloud,75554,No,Cloud
Only_to_Cloud,83371,Yes,Cloud
Near_to_Fog,32260,Yes,Fog
Only_to_Cloud,43977,Yes,Cloud
Only_to_Cloud,67207,No,Cloud
Only_to_Cloud,78510,No,Cloud
Only_to_Cloud,26287,No,Cloud
Near_to_Fog,46402,Yes,Fog
Only_to_Cloud,77542,Yes,Cloud
Only_to_Cloud,4916,Yes,Cloud
Near_to_Fog,95541,Yes,Fog
Near_to_Fog,95305,Yes,Fog
Only_to_Cloud,89671,Yes,Cloud
Near_to_Fog,31609,Yes,Fog
Near_to_Fog,43368,No,Cloud
Near_to_Fog,83054,No,Cloud
Only_to_Cloud,41352,Yes,Cloud
Near_to_Fog,68563,Yes,Fog
Only_to_Cloud,20241,Yes,Cloud
Only_to_Cloud,24267,No,Cloud
Only_to_Cloud,7037,Yes,Cloud
Only_to_Cloud,5418,Yes,Cloud
Near_to_Fog,83098,No,Cloud
Only_to_Cloud,25837,No,Cloud
Only_to_Cloud,64070,No,Cloud
Only_to_Cloud,57611,Yes,Cloud
Near_to_Fog,49912,No,Cloud
Near_to_Fog,88046,No,Cloud
Near_to_Fog,38713,Yes,Fog
Only_to_Cloud,7633,No,Cloud
Near_to_Fog,37350,No,Cloud
Near_to_Fog,54267,Yes,Fog
Only_to_Cloud,30632,No,Cloud
Near_to_Fog,26827,Yes,Fog
Near_to_Fog,77992,Yes,Fog
Only_to_Cloud,47731,No,Cloud
Near_to_Fog,62352,Yes,Fog
Only_to_Cloud,4395,Yes,Cloud
Near_to_Fog,42722,No,Cloud
Only_to_Cloud,97539,No,Cloud
Only_to_Cloud,16349,Yes,Cloud
Only_to_Cloud,43601,No,Cloud
Only_to_Cloud,32189,No,Cloud
Near_to_Fog,87489,Yes,Fog
Only_to_Cloud,3991,No,Cloud
Only_to_Cloud,52540,No,Cloud
Near_to_Fog,59942,No,Cloud
Near_to_Fog,35761,Yes,Fog
Near_to_Fog,91385,No,Cloud
Only_to_Cloud,4460,No,Cloud
Only_to_Cloud,80513,No,Cloud
Only_to_Cloud,78208,No,Cloud
Near_to_Fog,66379,Yes,Fog
Only_to_Cloud,55080,No,Cloud
Near_to_Fog,10035,No,Cloud
Near_to_Fog,61142,No,Cloud
Only_to_Cloud,76905,No,Cloud
Only_to_Cloud,54553,No,Cloud
Only_to_Cloud,38287,No,Cloud
Only_to_Cloud,32611,Yes,Cloud
Near_to_Fog,51544,Yes,Fog
Near_to_Fog,1191,No,Cloud
Near_to_Fog,52636,Yes,Fog
Near_to_Fog,14066,Yes,Fog
Near_to_Fog,70336,No,Cloud
Near_to_Fog,94623,Yes,Fog
Only_to_Cloud,81526,Yes,Cloud
Only_to_Cloud,87116,Yes,Cloud
Near_to_Fog,25524,Yes,Fog
Near_to_Fog,15527,Yes,Fog
Near_to_Fog,89618,Yes,Fog
Only_to_Cloud,35376,Yes,Cloud
Near_to_Fog,87326,No,Cloud
Near_to_Fog,11388,No,Cloud
Only_to_Cloud,24466,No,Cloud
Near_to_Fog,22077,No,Cloud
Near_to_Fog,34629,No,Cloud
Near_to_Fog,35147,No,Cloud
Near_to_Fog,49746,Yes,Fog
Near_to_Fog,65509,Yes,Fog
Only_to_Cloud,45599,Yes,Cloud
Near_to_Fog,57224,Yes,Fog
Near_to_Fog,86760,No,Cloud
Only_to_Cloud,37047,No,Cloud
Near_to_Fog,16724,No,Cloud
Only_to_Cloud,6252,No,Cloud
Near_to_Fog,76428,Yes,Fog
Near_to_Fog,82754,Yes,Fog
Only_to_Cloud,33233,No,Cloud
Near_to_Fog,64782,Yes,Fog
Near_to_Fog,31190,No,Cloud
Near_to_Fog,77499,No,Cloud
Only_to_Cloud,18595,Yes,Cloud
Near_to_Fog,52932,Yes,Fog
Only_to_Cloud,15880,Yes,Cloud
Near_to_Fog,40939,No,Cloud
Only_to_Cloud,9392,Yes,Cloud
Only_to_Cloud,70012,No,Cloud
Only_to_Cloud,63436,No,Cloud
Near_to_Fog,43659,No,Cloud
Only_to_Cloud,350,Yes,Cloud
Near_to_Fog,59367,Yes,Fog
Near_to_Fog,60278,No,Cloud
Only_to_Cloud,4135,Yes,Cloud
Near_to_Fog,92381,Yes,Fog
Only_to_Cloud,90446,No,Cloud
Near_to_Fog,51940,Yes,Fog
Near_to_Fog,43565,Yes,Fog
Only_to_Cloud,74482,Yes,Cloud
Only_to_Cloud,46324,Yes,Cloud
Near_to_Fog,54427,Yes,Fog
Only_to_Cloud,82946,No,Cloud
Only_to_Cloud,36022,Yes,Cloud
Near_to_Fog,45846,Yes,Fog
Near_to_Fog,82412,Yes,Fog
Near_to_Fog,71822,Yes,Fog
Only_to_Cloud,71492,No,Cloud
Near_to_Fog,38221,Yes,Fog
Near_to_Fog,87299,No,Cloud
Near_to_Fog,84766,Yes,Fog
Near_to_Fog,17055,No,Cloud
Near_to_Fog,1840,Yes,Fog
Only_to_Cloud,27206,Yes,Cloud
Only_to_Cloud,64981,Yes,Cloud
Only_to_Cloud,89657,Yes,Cloud
Near_to_Fog,92699,Yes,Fog
Near_to_Fog,35556,No,Cloud
Only_to_Cloud,6438,No,Cloud
Only_to_Cloud,40151,Yes,Cloud
Near_to_Fog,74376,No,Cloud
Only_to_Cloud,56976,No,Cloud
Near_to_Fog,52704,No,Cloud
Near_to_Fog,9717,Yes,Fog
Only_to_Cloud,93910,Yes,Cloud
Only_to_Cloud,61011,No,Cloud
Only_to_Cloud,91809,Yes,Cloud
Near_to_Fog,23024,No,Cloud
Near_to_Fog,2997,No,Cloud
Near_to_Fog,24598,Yes,Fog
Only_to_Cloud,82766,Yes,Cloud
Near_to_Fog,27556,Yes,Fog
Only_to_Cloud,96460,No,Cloud
Only_to_Cloud,9222,No,Cloud
Only_to_Cloud,76434,No,Cloud
Only_to_Cloud,28913,Yes,Cloud
Only_to_Cloud,97175,No,Cloud
Near_to_Fog,55015,No,Cloud
Only_to_Cloud,13549,No,Cloud
Only_to_Cloud,59820,Yes,Cloud
Near_to_Fog,76530,Yes,Fog
Near_to_Fog,99461,No,Cloud
Only_to_Cloud,73209,No,Cloud
Only_to_Cloud,99380,No,Cloud
Only_to_Cloud,3764,Yes,Cloud
Only_to_Cloud,53234,No,Cloud
Near_to_Fog,22783,Yes,Fog
Only_to_Cloud,39616,Yes,Cloud
Near_to_Fog,53758,No,Cloud
Near_to_Fog,568,No,Cloud
Near_to_Fog,73810,No,Cloud
Near_to_Fog,4033,Yes,Fog
Near_to_Fog,96912,No,Cloud
Near_to_Fog,14876,No,Cloud
Only_to_Cloud,90490,Yes,Cloud
Only_to_Cloud,48998,Yes,Cloud
Near_to_Fog,24562,No,Cloud
Near_to_Fog,60097,No,Cloud
Only_to_Cloud,69847,Yes,Cloud
Only_to_Cloud,54684,Yes,Cloud
Near_to_Fog,64254,No,Cloud
Near_to_Fog,21428,No,Cloud
Only_to_Cloud,19272,Yes,Cloud
Near_to_Fog,83988,No,Cloud
Near_to_Fog,77071,Yes,Fog
Only_to_Cloud,51132,Yes,Cloud
Only_to_Cloud,10833,Yes,Cloud
Only_to_Cloud,90255,No,Cloud
Near_to_Fog,53470,Yes,Fog
Near_to_Fog,18518,Yes,Fog
Only_to_Cloud,53619,No,Cloud
Only_to_Cloud,76936,No,Cloud
Near_to_Fog,35757,No,Cloud
Only_to_Cloud,59084,Yes,Cloud
Only_to_Cloud,62941,No,Cloud
Only_to_Cloud,82596,Yes,Cloud
Near_to_Fog,95091,Yes,Fog
Only_to_Cloud,83279,No,Cloud
Only_to_Cloud,4787,No,Cloud
Only_to_Cloud,43183,No,Cloud
Near_to_Fog,8603,No,Cloud
Near_to_Fog,80833,No,Cloud
Near_to_Fog,20719,Yes,Fog
Only_to_Cloud,48433,No,Cloud
Near_to_Fog,44472,Yes,Fog
Near_to_Fog,85910,Yes,Fog
Only_to_Cloud,13227,No,Cloud
Near_to_Fog,99825,Yes,Fog
Only_to_Cloud,83195,No,Cloud
Only_to_Cloud,82012,Yes,Cloud
Only_to_Cloud,88441,No,Cloud
Near_to_Fog,18755,Yes,Fog
Only_to_Cloud,66465,Yes,Cloud
Near_to_Fog,50032,No,Cloud
Only_to_Cloud,76619,Yes,Cloud
Near_to_Fog,95134,Yes,Fog
Near_to_Fog,62011,Yes,Fog
Only_to_Cloud,40779,No,Cloud
Near_to_Fog,10476,Yes,Fog
Only_to_Cloud,19808,Yes,Cloud
Only_to_Cloud,58519,Yes,Cloud
Only_to_Cloud,86655,No,Cloud
Near_to_Fog,83133,Yes,Fog
Only_to_Cloud,9645,No,Cloud
Near_to_Fog,57497,Yes,Fog
Only_to_Cloud,86584,No,Cloud
Near_to_Fog,30127,Yes,Fog
Near_to_Fog,90091,No,Cloud
Only_to_Cloud,5787,Yes,Cloud
Only_to_Cloud,56090,No,Cloud
Near_to_Fog,44226,No,Cloud
Only_to_Cloud,18671,Yes,Cloud
Near_to_Fog,81345,No,Cloud
Near_to_Fog,69372,No,Cloud
Only_to_Cloud,45639,Yes,Cloud
Near_to_Fog,44945,Yes,Fog
Only_to_Cloud,39910,No,Cloud
Near_to_Fog,13913,Yes,Fog
Near_to_Fog,84094,Yes,Fog
Only_to_Cloud,41941,No,Cloud
Only_to_Cloud,86720,Yes,Cloud
Only_to_Cloud,72747,No,Cloud
Near_to_Fog,41838,No,Cloud
Only_to_Cloud,92347,Yes,Cloud
Only_to_Cloud,25444,Yes,Cloud
Near_to_Fog,36319,Yes,Fog
Near_to_Fog,71887,No,Cloud
Near_to_Fog,44016,No,Cloud
Near_to_Fog,64736,No,Cloud
Near_to_Fog,91873,No,Cloud
Near_to_Fog,38821,Yes,Fog
Near_to_Fog,68617,No,Cloud
Only_to_Cloud,81098,No,Cloud
Near_to_Fog,86516,Yes,Fog
Near_to_Fog,97271,Yes,Fog
Near_to_Fog,86232,Yes,Fog
Only_to_Cloud,52225,Yes,Cloud
Near_to_Fog,38578,Yes,Fog
Near_to_Fog,72862,Yes,Fog
Near_to_Fog,8820,No,Cloud
Near_to_Fog,75382,No,Cloud
Near_to_Fog,65171,Yes,Fog
Near_to_Fog,7719,Yes,Fog
Only_to_Cloud,27311,Yes,Cloud
Only_to_Cloud,33133,Yes,Cloud
Near_to_Fog,23968,No,Cloud
Near_to_Fog,17409,No,Cloud
Only_to_Cloud,87544,Yes,Cloud
Only_to_Cloud,49681,No,Cloud
Only_to_Cloud,74366,No,Cloud
Only_to_Cloud,57380,Yes,Cloud
Near_to_Fog,84958,No,Cloud
Near_to_Fog,63524,No,Cloud
Near_to_Fog,73210,No,Cloud
Near_to_Fog,50792,No,Cloud
Near_to_Fog,31243,No,Cloud
Near_to_Fog,67153,Yes,Fog
Near_to_Fog,91882,Yes,Fog
Only_to_Cloud,74917,Yes,Cloud
Near_to_Fog,56168,No,Cloud
Near_to_Fog,73696,Yes,Fog
Only_to_Cloud,14827,Yes,Cloud
Only_to_Cloud,8697,Yes,Cloud
Near_to_Fog,47035,No,Cloud
Only_to_Cloud,11915,Yes,Cloud
Near_to_Fog,42859,Yes,Fog
Near_to_Fog,13854,Yes,Fog
Only_to_Cloud,65648,No,Cloud
Near_to_Fog,10801,Yes,Fog
Near_to_Fog,43863,No,Cloud
Near_to_Fog,85249,No,Cloud
Near_to_Fog,60848,No,Cloud
Only_to_Cloud,729,No,Cloud
Only_to_Cloud,98301,No,Cloud
Near_to_Fog,16644,No,Cloud
Only_to_Cloud,58492,No,Cloud
Only_to_Cloud,69573,No,Cloud
Near_to_Fog,40409,No,Cloud
Only_to_Cloud,37529,No,Cloud
Near_to_Fog,7854,No,Cloud
Near_to_Fog,41252,No,Cloud
Only_to_Cloud,26052,No,Cloud
Near_to_Fog,68639,Yes,Fog
Near_to_Fog,21044,Yes,Fog
Only_to_Cloud,64549,Yes,Cloud
Only_to_Cloud,17810,No,Cloud
Only_to_Cloud,76956,No,Cloud
Near_to_Fog,44437,Yes,Fog
Near_to_Fog,64846,Yes,Fog
Only_to_Cloud,10220,No,Cloud
Near_to_Fog,93113,No,Cloud
Near_to_Fog,54184,Yes,Fog
Near_to_Fog,46418,Yes,Fog
Only_to_Cloud,87615,Yes,Cloud
Only_to_Cloud,42193,No,Cloud
Only_to_Cloud,51615,No,Cloud
Only_to_Cloud,72448,No,Cloud
Only_to_Cloud,26158,Yes,Cloud
Only_to_Cloud,63841,Yes,Cloud
Near_to_Fog,22892,Yes,Fog
Only_to_Cloud,85361,No,Cloud
Only_to_Cloud,27533,Yes,Cloud
Only_to_Cloud,94786,No,Cloud
Near_to_Fog,62661,Yes,Fog
Only_to_Cloud,2890,No,Cloud
Only_to_Cloud,60072,Yes,Cloud
Near_to_Fog,36266,Yes,Fog
Near_to_Fog,75188,No,Cloud
Near_to_Fog,63236,No,Cloud
Only_to_Cloud,41347,No,Cloud
Near_to_Fog,35996,No,Cloud
Only_to_Cloud,89830,No,Cloud
Near_to_Fog,29175,No,Cloud
Near_to_Fog,12610,Yes,Fog
Only_to_Cloud,84622,No,Cloud
Near_to_Fog,79088,No,Cloud
Near_to_Fog,30039,No,Cloud
Only_to_Cloud,26647,Yes,Cloud
Only_to_Cloud,90931,No,Cloud
Only_to_Cloud,81957,Yes,Cloud
Only_to_Cloud,86011,Yes,Cloud
Near_to_Fog,49956,No,Cloud
Near_to_Fog,74307,No,Cloud
Only_to_Cloud,35943,Yes,Cloud
Near_to_Fog,76798,No,Cloud
Only_to_Cloud,84254,Yes,Cloud
Near_to_Fog,77117,Yes,Fog
Near_to_Fog,42101,No,Cloud
Near_to_Fog,43166,Yes,Fog
Only_to_Cloud,37746,Yes,Cloud
Near_to_Fog,11629,No,Cloud
Near_to_Fog,65900,No,Cloud
Near_to_Fog,1412,No,Cloud
Near_to_Fog,50988,No,Cloud
Near_to_Fog,53071,Yes,Fog
Near_to_Fog,78658,Yes,Fog
Only_to_Cloud,17792,Yes,Cloud
Only_to_Cloud,32771,No,Cloud
Only_to_Cloud,21944,No,Cloud
Only_to_Cloud,26660,No,Cloud
Near_to_Fog,8967,Yes,Fog
Only_to_Cloud,86649,No,Cloud
Near_to_Fog,45940,Yes,Fog
Near_to_Fog,24697,Yes,Fog
Only_to_Cloud,83077,No,Cloud
Only_to_Cloud,16016,No,Cloud
Near_to_Fog,173,No,Cloud
Near_to_Fog,59083,Yes,Fog
Near_to_Fog,28750,No,Cloud
Only_to_Cloud,93341,Yes,Cloud
Near_to_Fog,47193,No,Cloud
Near_to_Fog,50648,No,Cloud
Only_to_Cloud,34636,No,Cloud
Near_to_Fog,57635,No,Cloud
Near_to_Fog,39309,Yes,Fog
Only_to_Cloud,18426,Yes,Cloud
Near_to_Fog,19745,No,Cloud
Only_to_Cloud,14443,No,Cloud
Near_to_Fog,10353,Yes,Fog
Near_to_Fog,51340,No,Cloud
Only_to_Cloud,66710,No,Cloud
Near_to_Fog,8149,No,Cloud
Only_to_Cloud,49394,No,Cloud
Near_to_Fog,26380,No,Cloud
Only_to_Cloud,83586,No,Cloud
Near_to_Fog,43988,Yes,Fog
Near_to_Fog,22550,Yes,Fog
Near_to_Fog,149,Yes,Fog
Near_to_Fog,85284,No,Cloud
Only_to_Cloud,27652,Yes,Cloud
Near_to_Fog,35464,No,Cloud
Only_to_Cloud,56857,Yes,Cloud
Near_to_Fog,70475,No,Cloud
Near_to_Fog,96323,No,Cloud
Only_to_Cloud,12557,No,Cloud
Only_to_Cloud,52122,No,Cloud
Near_to_Fog,35252,No,Cloud
Only_to_Cloud,53762,No,Cloud
Only_to_Cloud,97934,No,Cloud
Near_to_Fog,19988,No,Cloud
Near_to_Fog,82791,Yes,Fog
Only_to_Cloud,37172,Yes,Cloud
Only_to_Cloud,34068,Yes,Cloud
Near_to_Fog,53410,Yes,Fog
Only_to_Cloud,27865,No,Cloud
Near_to_Fog,11168,Yes,Fog
Near_to_Fog,20353,Yes,Fog
Near_to_Fog,44667,Yes,Fog
Near_to_Fog,38600,No,Cloud
Only_to_Cloud,45237,No,Cloud
Near_to_Fog,10788,No,Cloud
Only_to_Cloud,32191,No,Cloud
Near_to_Fog,58000,No,Cloud
Only_to_Cloud,24078,Yes,Cloud
Only_to_Cloud,45621,No,Cloud
Near_to_Fog,46043,Yes,Fog
Only_to_Cloud,44659,No,Cloud
Only_to_Cloud,81150,No,Cloud
Near_to_Fog,40032,No,Cloud
Only_to_Cloud,73173,No,Cloud
Only_to_Cloud,84224,No,Cloud
Only_to_Cloud,78892,No,Cloud
Only_to_Cloud,56334,No,Cloud
Near_to_Fog,60617,Yes,Fog
Only_to_Cloud,57560,No,Cloud
Near_to_Fog,11543,Yes,Fog
Near_to_Fog,67535,Yes,Fog
Near_to_Fog,89577,Yes,Fog
Near_to_Fog,13956,Yes,Fog
Only_to_Cloud,66449,No,Cloud
Near_to_Fog,99715,Yes,Fog
Near_to_Fog,11057,No,Cloud
Only_to_Cloud,3253,Yes,Cloud
Near_to_Fog,48613,No,Cloud
Near_to_Fog,87830,Yes,Fog
Near_to_Fog,23232,Yes,Fog
Near_to_Fog,948,No,Cloud
Near_to_Fog,93536,Yes,Fog
Only_to_Cloud,57020,No,Cloud
Near_to_Fog,19710,Yes,Fog
Near_to_Fog,16494,Yes,Fog
Only_to_Cloud,74915,Yes,Cloud
Near_to_Fog,63887,No,Cloud
Near_to_Fog,74372,No,Cloud
Near_to_Fog,58799,No,Cloud
Only_to_Cloud,164,Yes,Cloud
Near_to_Fog,32565,No,Cloud
Near_to_Fog,2964,Yes,Fog
Near_to_Fog,56621,No,Cloud
Near_to_Fog,87457,Yes,Fog
Only_to_Cloud,5908,No,Cloud
Near_to_Fog,16407,Yes,Fog
Only_to_Cloud,12437,No,Cloud
Near_to_Fog,30161,Yes,Fog
Near_to_Fog,40385,No,Cloud
Near_to_Fog,79234,Yes,Fog
Near_to_Fog,98237,Yes,Fog
Only_to_Cloud,83697,No,Cloud
Only_to_Cloud,53437,Yes,Cloud
Near_to_Fog,77119,No,Cloud
Only_to_Cloud,76072,Yes,Cloud
Only_to_Cloud,92069,Yes,Cloud
Near_to_Fog,33713,No,Cloud
Only_to_Cloud,36742,No,Cloud
Only_to_Cloud,30635,Yes,Cloud
Near_to_Fog,35165,No,Cloud
Only_to_Cloud,4706,No,Cloud
Only_to_Cloud,29346,No,Cloud
Only_to_Cloud,67904,No,Cloud
Near_to_Fog,965,Yes,Fog
Near_to_Fog,83301,No,Cloud
Near_to_Fog,10702,No,Cloud
Only_to_Cloud,23755,Yes,Cloud
Only_to_Cloud,18904,Yes,Cloud
Only_to_Cloud,28643,No,Cloud
Only_to_Cloud,90183,No,Cloud
Near_to_Fog,32375,No,Cloud
Near_to_Fog,96134,Yes,Fog
Only_to_Cloud,5762,Yes,Cloud
Near_to_Fog,21922,No,Cloud
Only_to_Cloud,12645,Yes,Cloud
Only_to_Cloud,81018,No,Cloud
Near_to_Fog,17181,Yes,Fog
Only_to_Cloud,71319,Yes,Cloud
Only_to_Cloud,53832,No,Cloud
Only_to_Cloud,4144,No,Cloud
Only_to_Cloud,12519,Yes,Cloud
Near_to_Fog,82194,Yes,Fog
Near_to_Fog,14333,No,Cloud
Only_to_Cloud,91479,Yes,Cloud
Only_to_Cloud,38940,Yes,Cloud
Near_to_Fog,32664,No,Cloud
Only_to_Cloud,19310,No,Cloud
Only_to_Cloud,10950,Yes,Cloud
Only_to_Cloud,62455,No,Cloud
Near_to_Fog,95134,Yes,Fog
Only_to_Cloud,39676,Yes,Cloud
Only_to_Cloud,36285,Yes,Cloud
Near_to_Fog,39091,No,Cloud
Only_to_Cloud,51072,Yes,Cloud
Near_to_Fog,33407,Yes,Fog
Near_to_Fog,43319,Yes,Fog
Near_to_Fog,44148,Yes,Fog
Only_to_Cloud,95846,Yes,Cloud
Near_to_Fog,17719,Yes,Fog
Near_to_Fog,96241,Yes,Fog
Near_to_Fog,73544,Yes,Fog
Only_to_Cloud,3673,Yes,Cloud
Only_to_Cloud,92712,Yes,Cloud
Near_to_Fog,1576,No,Cloud
Near_to_Fog,33221,No,Cloud
Near_to_Fog,78123,No,Cloud
Near_to_Fog,8504,Yes,Fog
Only_to_Cloud,51420,Yes,Cloud
Only_to_Cloud,16432,No,Cloud
Near_to_Fog,56880,Yes,Fog
Only_to_Cloud,97381,Yes,Cloud
Only_to_Cloud,12467,No,Cloud
Near_to_Fog,68464,No,Cloud
Only_to_Cloud,94610,No,Cloud
Near_to_Fog,58753,No,Cloud
Near_to_Fog,20103,Yes,Fog
Only_to_Cloud,19332,Yes,Cloud
Near_to_Fog,34649,No,Cloud
Near_to_Fog,38043,No,Cloud
Near_to_Fog,11163,No,Cloud
Only_to_Cloud,78381,No,Cloud
Only_to_Cloud,20565,Yes,Cloud
Only_to_Cloud,18317,Yes,Cloud
Near_to_Fog,82054,No,Cloud
Only_to_Cloud,44803,Yes,Cloud
Only_to_Cloud,24694,No,Cloud
Only_to_Cloud,19032,No,Cloud
Near_to_Fog,18584,No,Cloud
Near_to_Fog,87964,No,Cloud
Only_to_Cloud,5429,No,Cloud
Near_to_Fog,51171,Yes,Fog
Only_to_Cloud,55143,Yes,Cloud
Near_to_Fog,86342,Yes,Fog
Only_to_Cloud,67321,No,Cloud
Only_to_Cloud,23580,No,Cloud
Near_to_Fog,44750,No,Cloud
Near_to_Fog,34819,Yes,Fog
Only_to_Cloud,54110,Yes,Cloud
Near_to_Fog,56208,No,Cloud
Only_to_Cloud,47821,Yes,Cloud
Near_to_Fog,95904,Yes,Fog
Only_to_Cloud,17962,No,Cloud
Near_to_Fog,80494,Yes,Fog
Only_to_Cloud,98983,No,Cloud
Only_to_Cloud,62706,Yes,Cloud
Near_to_Fog,39158,Yes,Fog
Only_to_Cloud,35717,Yes,Cloud
Near_to_Fog,59235,Yes,Fog
Only_to_Cloud,1518,Yes,Cloud
Near_to_Fog,73599,No,Cloud
Near_to_Fog,25137,No,Cloud
Only_to_Cloud,51280,No,Cloud
Near_to_Fog,27871,Yes,Fog
Only_to_Cloud,43783,Yes,Cloud
Near_to_Fog,33512,Yes,Fog
Only_to_Cloud,37369,Yes,Cloud
Only_to_Cloud,24503,Yes,Cloud
Near_to_Fog,87994,Yes,Fog
Near_to_Fog,22119,Yes,Fog
Only_to_Cloud,65172,No,Cloud
Near_to_Fog,83657,Yes,Fog
Near_to_Fog,74864,Yes,Fog
Near_to_Fog,24424,Yes,Fog
Only_to_Cloud,19125,No,Cloud
Only_to_Cloud,57156,Yes,Cloud
Near_to_Fog,67638,No,Cloud
Only_to_Cloud,10814,Yes,Cloud
Near_to_Fog,86525,No,Cloud
Near_to_Fog,26071,No,Cloud
Near_to_Fog,87533,No,Cloud
Only_to_Cloud,51909,Yes,Cloud
Only_to_Cloud,29535,No,Cloud
Only_to_Cloud,31421,No,Cloud
Only_to_Cloud,32521,Yes,Cloud
Near_to_Fog,55744,Yes,Fog
Only_to_Cloud,40940,Yes,Cloud
Only_to_Cloud,96167,Yes,Cloud
Near_to_Fog,30713,Yes,Fog
Near_to_Fog,79615,Yes,Fog
Only_to_Cloud,38497,Yes,Cloud
Only_to_Cloud,26890,Yes,Cloud
Near_to_Fog,95630,No,Cloud
Near_to_Fog,4304,No,Cloud
Only_to_Cloud,98545,Yes,Cloud
Near_to_Fog,10148,No,Cloud
Only_to_Cloud,15903,No,Cloud
Only_to_Cloud,86242,Yes,Cloud
Only_to_Cloud,52536,Yes,Cloud
Near_to_Fog,9572,No,Cloud
Only_to_Cloud,84742,Yes,Cloud
Near_to_Fog,55362,No,Cloud
Only_to_Cloud,60229,No,Cloud
Near_to_Fog,73059,Yes,Fog
Near_to_Fog,2959,No,Cloud
Near_to_Fog,52498,Yes,Fog
Near_to_Fog,17054,No,Cloud
Only_to_Cloud,58917,No,Cloud
Only_to_Cloud,73325,No,Cloud
Only_to_Cloud,81566,No,Cloud
Near_to_Fog,35284,No,Cloud
Near_to_Fog,94953,No,Cloud
Only_to_Cloud,70703,Yes,Cloud
Only_to_Cloud,45032,Yes,Cloud
Only_to_Cloud,66277,Yes,Cloud
Near_to_Fog,24756,Yes,Fog
Only_to_Cloud,53791,No,Cloud
Near_to_Fog,46043,Yes,Fog
Only_to_Cloud,35721,No,Cloud
Only_to_Cloud,97285,No,Cloud
Near_to_Fog,49059,No,Cloud
Only_to_Cloud,79439,No,Cloud
Only_to_Cloud,44495,Yes,Cloud
